id,neighborhood,room_type,price,rating,review_text
1156,Newtown,Shared room,204.62,2.8,"Quiet and peaceful, the perfect romantic getaway."
1157,Parramatta,Private room,701.24,4.1,"Very noisy and bustling, great for nightlife but hard to sleep."
1158,Surry Hills,Entire home/apt,97.12,2.8,A bit outdated but very affordable and cozy.
1159,Manly,Entire home/apt,324.62,5.0,"Terrible experience, the place was dirty and loud."
1160,Parramatta,Private room,83.41,2.8,A bit outdated but very affordable and cozy.
1161,Bondi,Private room,725.03,2.8,Extremely clean and modern apartment with high-speed wifi.
1162,Parramatta,Entire home/apt,82.46,3.4,A bit outdated but very affordable and cozy.
1163,Surry Hills,Entire home/apt,569.25,2.7,Extremely clean and modern apartment with high-speed wifi.
1164,Surry Hills,Entire home/apt,349.77,3.7,"Very noisy and bustling, great for nightlife but hard to sleep."
1165,Parramatta,Entire home/apt,223.3,3.8,"Terrible experience, the place was dirty and loud."
1166,Bondi,Shared room,543.77,2.6,"Terrible experience, the place was dirty and loud."
1167,Parramatta,Shared room,487.16,4.6,"Terrible experience, the place was dirty and loud."
1168,Bondi,Private room,224.27,3.2,Luxury villa with a pool and ocean views. Incredible experience.
1169,Manly,Shared room,354.62,3.8,"Very noisy and bustling, great for nightlife but hard to sleep."
1170,Bondi,Shared room,131.72,4.0,"Terrible experience, the place was dirty and loud."
1171,Surry Hills,Shared room,92.94,4.5,"Terrible experience, the place was dirty and loud."
1172,Parramatta,Shared room,156.6,5.0,A bit outdated but very affordable and cozy.
1173,Surry Hills,Private room,763.01,4.1,"Basic room, clean but tiny. The host was very friendly."
1174,Parramatta,Entire home/apt,176.88,4.5,"Quiet and peaceful, the perfect romantic getaway."
1175,Manly,Private room,300.38,2.5,"Basic room, clean but tiny. The host was very friendly."
1176,Darlinghurst,Shared room,540.92,2.8,"Quiet and peaceful, the perfect romantic getaway."
1177,Darlinghurst,Private room,728.41,4.9,"Very noisy and bustling, great for nightlife but hard to sleep."
1178,Newtown,Private room,149.01,4.4,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1179,Bondi,Shared room,149.81,3.1,"Quiet and peaceful, the perfect romantic getaway."
1180,Parramatta,Shared room,152.13,4.9,"Quiet and peaceful, the perfect romantic getaway."
1181,Newtown,Entire home/apt,760.96,3.4,"Terrible experience, the place was dirty and loud."
1182,Bondi,Private room,152.17,3.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1183,Parramatta,Private room,791.26,3.1,"Quiet and peaceful, the perfect romantic getaway."
1184,Manly,Private room,116.72,4.1,"Very noisy and bustling, great for nightlife but hard to sleep."
1185,Parramatta,Shared room,161.9,4.5,"Quiet and peaceful, the perfect romantic getaway."
1186,Bondi,Entire home/apt,82.79,4.9,"Basic room, clean but tiny. The host was very friendly."
1187,Surry Hills,Shared room,756.8,3.1,"Quiet and peaceful, the perfect romantic getaway."
1188,Darlinghurst,Entire home/apt,296.21,4.5,A bit outdated but very affordable and cozy.
1189,Surry Hills,Private room,216.92,3.0,"Very noisy and bustling, great for nightlife but hard to sleep."
1190,Manly,Private room,96.99,3.4,"Very noisy and bustling, great for nightlife but hard to sleep."
1191,Newtown,Private room,659.58,4.3,A bit outdated but very affordable and cozy.
1192,Parramatta,Entire home/apt,409.33,3.9,"Basic room, clean but tiny. The host was very friendly."
1193,Parramatta,Entire home/apt,593.75,4.3,Luxury villa with a pool and ocean views. Incredible experience.
1194,Bondi,Entire home/apt,594.22,2.7,"Basic room, clean but tiny. The host was very friendly."
1195,Darlinghurst,Shared room,522.71,4.5,Extremely clean and modern apartment with high-speed wifi.
1196,Newtown,Shared room,165.33,4.4,"Basic room, clean but tiny. The host was very friendly."
1197,Bondi,Private room,125.8,3.3,Extremely clean and modern apartment with high-speed wifi.
1198,Parramatta,Private room,167.49,3.6,Extremely clean and modern apartment with high-speed wifi.
1199,Surry Hills,Shared room,90.65,2.8,"Quiet and peaceful, the perfect romantic getaway."
1200,Newtown,Entire home/apt,462.96,4.6,Extremely clean and modern apartment with high-speed wifi.
1201,Manly,Private room,730.03,3.1,A bit outdated but very affordable and cozy.
1202,Darlinghurst,Shared room,252.02,4.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1203,Parramatta,Shared room,63.79,3.9,Extremely clean and modern apartment with high-speed wifi.
1204,Parramatta,Entire home/apt,523.74,3.0,Luxury villa with a pool and ocean views. Incredible experience.
1205,Bondi,Private room,496.7,2.7,"Terrible experience, the place was dirty and loud."
1206,Surry Hills,Shared room,277.61,4.4,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1207,Bondi,Entire home/apt,539.82,4.1,"Basic room, clean but tiny. The host was very friendly."
1208,Bondi,Shared room,118.88,3.0,A bit outdated but very affordable and cozy.
1209,Bondi,Shared room,560.39,4.6,"Quiet and peaceful, the perfect romantic getaway."
1210,Parramatta,Shared room,291.05,3.4,A bit outdated but very affordable and cozy.
1211,Bondi,Entire home/apt,105.38,4.8,"Quiet and peaceful, the perfect romantic getaway."
1212,Surry Hills,Entire home/apt,643.51,4.5,Luxury villa with a pool and ocean views. Incredible experience.
1213,Newtown,Shared room,392.01,4.1,"Quiet and peaceful, the perfect romantic getaway."
1214,Newtown,Entire home/apt,191.23,2.9,"Basic room, clean but tiny. The host was very friendly."
1215,Bondi,Entire home/apt,707.73,4.4,A bit outdated but very affordable and cozy.
1216,Surry Hills,Shared room,795.51,4.3,A bit outdated but very affordable and cozy.
1217,Bondi,Entire home/apt,153.44,4.2,"Basic room, clean but tiny. The host was very friendly."
1218,Newtown,Private room,332.93,3.0,A bit outdated but very affordable and cozy.
1219,Newtown,Private room,688.71,4.5,"Quiet and peaceful, the perfect romantic getaway."
1220,Bondi,Entire home/apt,798.5,2.6,A bit outdated but very affordable and cozy.
1221,Darlinghurst,Entire home/apt,445.23,4.6,Luxury villa with a pool and ocean views. Incredible experience.
1222,Surry Hills,Private room,529.22,3.9,"Basic room, clean but tiny. The host was very friendly."
1223,Manly,Private room,590.65,4.3,"Quiet and peaceful, the perfect romantic getaway."
1224,Manly,Entire home/apt,471.82,4.2,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1225,Manly,Shared room,430.12,3.5,"Quiet and peaceful, the perfect romantic getaway."
1226,Manly,Private room,545.89,3.9,"Quiet and peaceful, the perfect romantic getaway."
1227,Surry Hills,Shared room,629.23,2.8,A bit outdated but very affordable and cozy.
1228,Parramatta,Entire home/apt,358.14,3.9,"Terrible experience, the place was dirty and loud."
1229,Newtown,Entire home/apt,74.0,4.6,Luxury villa with a pool and ocean views. Incredible experience.
1230,Manly,Shared room,324.59,3.3,A bit outdated but very affordable and cozy.
1231,Darlinghurst,Shared room,88.82,4.5,Extremely clean and modern apartment with high-speed wifi.
1232,Manly,Private room,59.75,3.0,"Quiet and peaceful, the perfect romantic getaway."
1233,Parramatta,Entire home/apt,189.79,4.2,"Terrible experience, the place was dirty and loud."
1234,Bondi,Shared room,352.38,3.9,"Basic room, clean but tiny. The host was very friendly."
1235,Darlinghurst,Shared room,166.72,4.8,"Very noisy and bustling, great for nightlife but hard to sleep."
1236,Darlinghurst,Private room,313.04,4.0,A bit outdated but very affordable and cozy.
1237,Darlinghurst,Entire home/apt,156.17,3.9,"Quiet and peaceful, the perfect romantic getaway."
1238,Newtown,Shared room,180.79,3.4,Luxury villa with a pool and ocean views. Incredible experience.
1239,Bondi,Shared room,713.82,3.8,Luxury villa with a pool and ocean views. Incredible experience.
1240,Darlinghurst,Entire home/apt,435.8,4.2,"Terrible experience, the place was dirty and loud."
1241,Bondi,Shared room,260.22,3.8,"Terrible experience, the place was dirty and loud."
1242,Darlinghurst,Entire home/apt,549.56,3.0,A bit outdated but very affordable and cozy.
1243,Surry Hills,Shared room,688.12,2.6,"Terrible experience, the place was dirty and loud."
1244,Darlinghurst,Entire home/apt,218.55,3.5,"Quiet and peaceful, the perfect romantic getaway."
1245,Surry Hills,Entire home/apt,138.82,4.3,"Quiet and peaceful, the perfect romantic getaway."
1246,Newtown,Entire home/apt,777.73,3.9,"Quiet and peaceful, the perfect romantic getaway."
1247,Surry Hills,Shared room,569.54,3.4,"Basic room, clean but tiny. The host was very friendly."
1248,Parramatta,Shared room,274.01,4.7,"Basic room, clean but tiny. The host was very friendly."
1249,Bondi,Private room,196.22,3.5,"Quiet and peaceful, the perfect romantic getaway."
1250,Newtown,Shared room,691.91,5.0,"Terrible experience, the place was dirty and loud."
1251,Manly,Shared room,81.27,4.3,Extremely clean and modern apartment with high-speed wifi.
1252,Bondi,Shared room,71.41,4.7,"Very noisy and bustling, great for nightlife but hard to sleep."
1253,Surry Hills,Shared room,407.59,2.7,"Quiet and peaceful, the perfect romantic getaway."
1254,Surry Hills,Shared room,225.92,3.3,Extremely clean and modern apartment with high-speed wifi.
1255,Manly,Entire home/apt,396.04,4.4,"Quiet and peaceful, the perfect romantic getaway."
1256,Bondi,Shared room,344.86,4.1,Extremely clean and modern apartment with high-speed wifi.
1257,Parramatta,Shared room,341.2,4.4,"Terrible experience, the place was dirty and loud."
1258,Parramatta,Entire home/apt,164.56,3.0,"Basic room, clean but tiny. The host was very friendly."
1259,Manly,Entire home/apt,581.22,3.6,A bit outdated but very affordable and cozy.
1260,Bondi,Entire home/apt,351.66,2.7,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1261,Darlinghurst,Private room,372.46,3.2,Extremely clean and modern apartment with high-speed wifi.
1262,Parramatta,Shared room,673.52,5.0,"Quiet and peaceful, the perfect romantic getaway."
1263,Surry Hills,Entire home/apt,545.79,2.9,Luxury villa with a pool and ocean views. Incredible experience.
1264,Newtown,Entire home/apt,530.99,4.0,A bit outdated but very affordable and cozy.
1265,Parramatta,Private room,338.27,3.2,"Terrible experience, the place was dirty and loud."
1266,Newtown,Private room,194.21,4.9,"Basic room, clean but tiny. The host was very friendly."
1267,Surry Hills,Private room,471.91,3.4,"Terrible experience, the place was dirty and loud."
1268,Surry Hills,Shared room,210.87,4.2,"Quiet and peaceful, the perfect romantic getaway."
1269,Darlinghurst,Private room,755.83,4.4,"Quiet and peaceful, the perfect romantic getaway."
1270,Manly,Private room,665.72,3.3,Extremely clean and modern apartment with high-speed wifi.
1271,Darlinghurst,Entire home/apt,746.28,2.8,A bit outdated but very affordable and cozy.
1272,Darlinghurst,Shared room,142.33,3.3,"Very noisy and bustling, great for nightlife but hard to sleep."
1273,Manly,Shared room,600.6,3.1,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1274,Surry Hills,Shared room,241.09,3.5,"Basic room, clean but tiny. The host was very friendly."
1275,Parramatta,Entire home/apt,713.51,4.8,"Terrible experience, the place was dirty and loud."
1276,Parramatta,Shared room,655.65,5.0,"Very noisy and bustling, great for nightlife but hard to sleep."
1277,Parramatta,Entire home/apt,403.42,4.8,"Basic room, clean but tiny. The host was very friendly."
1278,Darlinghurst,Entire home/apt,177.91,4.0,"Terrible experience, the place was dirty and loud."
1279,Surry Hills,Private room,612.34,4.4,A bit outdated but very affordable and cozy.
1280,Manly,Private room,310.09,3.6,Extremely clean and modern apartment with high-speed wifi.
1281,Newtown,Shared room,342.17,3.8,"Very noisy and bustling, great for nightlife but hard to sleep."
1282,Darlinghurst,Shared room,501.11,3.9,Luxury villa with a pool and ocean views. Incredible experience.
1283,Surry Hills,Private room,272.24,3.9,Extremely clean and modern apartment with high-speed wifi.
1284,Surry Hills,Entire home/apt,576.9,4.5,A bit outdated but very affordable and cozy.
1285,Darlinghurst,Shared room,630.23,3.8,A bit outdated but very affordable and cozy.
1286,Bondi,Shared room,192.88,4.8,A bit outdated but very affordable and cozy.
1287,Darlinghurst,Shared room,603.54,3.9,A bit outdated but very affordable and cozy.
1288,Manly,Private room,459.89,4.8,A bit outdated but very affordable and cozy.
1289,Newtown,Entire home/apt,399.34,4.3,Extremely clean and modern apartment with high-speed wifi.
1290,Newtown,Private room,223.04,3.6,Luxury villa with a pool and ocean views. Incredible experience.
1291,Darlinghurst,Shared room,731.25,3.3,A bit outdated but very affordable and cozy.
1292,Darlinghurst,Shared room,525.84,5.0,"Very noisy and bustling, great for nightlife but hard to sleep."
1293,Parramatta,Private room,514.48,4.0,A bit outdated but very affordable and cozy.
1294,Manly,Entire home/apt,280.2,4.3,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1295,Manly,Entire home/apt,602.42,3.5,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1296,Newtown,Private room,770.7,2.9,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1297,Bondi,Private room,87.4,4.7,"Basic room, clean but tiny. The host was very friendly."
1298,Parramatta,Private room,735.62,4.0,"Terrible experience, the place was dirty and loud."
1299,Parramatta,Entire home/apt,689.49,5.0,"A lovely, quiet neighborhood perfect for families. Close to the beach."
1300,Darlinghurst,Private room,517.72,4.3,"Very noisy and bustling, great for nightlife but hard to sleep."
1301,Newtown,Shared room,386.76,3.0,Extremely clean and modern apartment with high-speed wifi.
1302,Surry Hills,Private room,390.38,3.8,Luxury villa with a pool and ocean views. Incredible experience.
1303,Darlinghurst,Entire home/apt,360.01,4.4,"Terrible experience, the place was dirty and loud."
1304,Manly,Entire home/apt,277.8,3.9,"Terrible experience, the place was dirty and loud."
1305,Parramatta,Private room,278.22,4.3,"Terrible experience, the place was dirty and loud."
1306,Parramatta,Shared room,94.61,3.3,"Basic room, clean but tiny. The host was very friendly."
1307,Surry Hills,Shared room,490.54,2.9,A bit outdated but very affordable and cozy.
1308,Bondi,Private room,410.12,2.8,"Terrible experience, the place was dirty and loud."
1309,Surry Hills,Private room,345.69,4.7,"Basic room, clean but tiny. The host was very friendly."
1310,Parramatta,Private room,633.01,4.4,Luxury villa with a pool and ocean views. Incredible experience.
